,Name,Neighborhood,Tree Diameter
16571,willow oak,Upper East Side-Carnegie Hill,12.0
29311,willow oak,Upper East Side-Carnegie Hill,12.0
39966,willow oak,Upper East Side-Carnegie Hill,12.0
9683,willow oak,Upper West Side,12.0
10428,willow oak,Upper West Side,12.0
43750,willow oak,Upper West Side,12.0
12073,willow oak,Washington Heights South,12.0
15450,willow oak,Washington Heights South,12.0
15604,willow oak,Washington Heights South,12.0
23227,willow oak,Washington Heights South,12.0
7410,willow oak,West Village,12.0
17755,willow oak,West Village,12.0
18068,willow oak,Yorkville,12.0
19461,willow oak,Yorkville,12.0
19462,willow oak,Yorkville,12.0
40673,willow oak,Yorkville,12.0
45583,willow oak,Yorkville,12.0
25886,American elm,Battery Park City-Lower Manhattan,13.0
23731,American elm,Central Harlem North-Polo Grounds,13.0
10613,American elm,Chinatown,13.0
10806,American elm,Chinatown,13.0
11080,American elm,Chinatown,13.0
12129,American elm,Chinatown,13.0
12154,American elm,Chinatown,13.0
28611,American elm,Chinatown,13.0
30680,American elm,Chinatown,13.0
30705,American elm,Chinatown,13.0
50671,American elm,Chinatown,13.0
61013,American elm,Chinatown,13.0
35618,American elm,East Harlem South,13.0
51652,American elm,East Harlem South,13.0
51760,American elm,East Harlem South,13.0
52410,American elm,East Harlem South,13.0
41449,American elm,Gramercy,13.0
41458,American elm,Gramercy,13.0
38235,American elm,Hamilton Heights,13.0
39636,American elm,Hamilton Heights,13.0
29980,American elm,Lincoln Square,13.0
35298,American elm,Lincoln Square,13.0
43766,American elm,Lincoln Square,13.0
29964,American elm,Lower East Side,13.0
47196,American elm,Manhattanville,13.0
45356,American elm,Marble Hill-Inwood,13.0
23993,American elm,Morningside Heights,13.0
27514,American elm,Morningside Heights,13.0
28599,American elm,Morningside Heights,13.0
28833,American elm,Morningside Heights,13.0
28848,American elm,Morningside Heights,13.0
28870,American elm,Morningside Heights,13.0
28918,American elm,Morningside Heights,13.0
51671,American elm,Morningside Heights,13.0
57991,American elm,Morningside Heights,13.0
58231,American elm,Morningside Heights,13.0
280,American elm,Murray Hill-Kips Bay,13.0
52399,American elm,Murray Hill-Kips Bay,13.0
60353,American elm,Murray Hill-Kips Bay,13.0
3982,American elm,SoHo-TriBeCa-Civic Center-Little Italy,13.0
6053,American elm,SoHo-TriBeCa-Civic Center-Little Italy,13.0
15602,American elm,SoHo-TriBeCa-Civic Center-Little Italy,13.0
5258,American elm,Upper East Side-Carnegie Hill,13.0
9822,American elm,Upper East Side-Carnegie Hill,13.0
12008,American elm,Upper East Side-Carnegie Hill,13.0
12418,American elm,Upper East Side-Carnegie Hill,13.0
14428,American elm,Upper East Side-Carnegie Hill,13.0
14653,American elm,Upper East Side-Carnegie Hill,13.0
22982,American elm,Upper East Side-Carnegie Hill,13.0
24751,American elm,Upper East Side-Carnegie Hill,13.0
24865,American elm,Upper East Side-Carnegie Hill,13.0
25025,American elm,Upper East Side-Carnegie Hill,13.0
25075,American elm,Upper East Side-Carnegie Hill,13.0
25339,American elm,Upper East Side-Carnegie Hill,13.0
40700,American elm,Upper East Side-Carnegie Hill,13.0
635,American elm,Upper West Side,13.0
881,American elm,Upper West Side,13.0
2318,American elm,Upper West Side,13.0
5717,American elm,Upper West Side,13.0
6529,American elm,Upper West Side,13.0
8533,American elm,Upper West Side,13.0
26971,American elm,Upper West Side,13.0
43631,American elm,Upper West Side,13.0
55769,American elm,Upper West Side,13.0
59109,American elm,Upper West Side,13.0
15115,American elm,Washington Heights South,13.0
17033,American elm,Washington Heights South,13.0
17496,American elm,Washington Heights South,13.0
27726,American elm,Washington Heights South,13.0
6559,American elm,West Village,13.0
14775,American elm,West Village,13.0
25608,American elm,West Village,13.0
26299,American elm,West Village,13.0
26440,American elm,West Village,13.0
32282,American elm,West Village,13.0
36573,American elm,West Village,13.0
26817,American hornbeam,East Harlem South,13.0
46243,American larch,Lenox Hill-Roosevelt Island,13.0
17165,American linden,Central Harlem North-Polo Grounds,13.0
17268,American linden,Central Harlem North-Polo Grounds,13.0
17107,American linden,Central Harlem South,13.0
14081,American linden,East Harlem North,13.0
48272,American linden,East Harlem South,13.0
24482,American linden,Hamilton Heights,13.0
25550,American linden,Hamilton Heights,13.0
37354,American linden,Hamilton Heights,13.0
19134,American linden,Lincoln Square,13.0
37558,American linden,Lower East Side,13.0
41692,American linden,Lower East Side,13.0
28649,American linden,Morningside Heights,13.0
56950,American linden,Murray Hill-Kips Bay,13.0
21396,American linden,Turtle Bay-East Midtown,13.0
24599,American linden,Turtle Bay-East Midtown,13.0
24608,American linden,Turtle Bay-East Midtown,13.0
3883,American linden,Upper East Side-Carnegie Hill,13.0
58095,American linden,Upper East Side-Carnegie Hill,13.0
7965,American linden,Upper West Side,13.0
9115,American linden,Upper West Side,13.0
29390,American linden,Upper West Side,13.0
41505,American linden,Upper West Side,13.0
42041,American linden,Upper West Side,13.0
46867,American linden,Upper West Side,13.0
47930,American linden,Upper West Side,13.0
49176,American linden,Upper West Side,13.0
50221,American linden,Upper West Side,13.0
50425,American linden,Upper West Side,13.0
51169,American linden,Upper West Side,13.0
55304,American linden,Upper West Side,13.0
58522,American linden,Upper West Side,13.0
18435,American linden,Washington Heights North,13.0
14482,American linden,Washington Heights South,13.0
18671,American linden,Washington Heights South,13.0
25690,American linden,West Village,13.0
33449,American linden,West Village,13.0
47135,American linden,Yorkville,13.0
16500,Amur cork tree,Central Harlem South,13.0
19920,Amur cork tree,Upper East Side-Carnegie Hill,13.0
54488,Amur maackia,Central Harlem North-Polo Grounds,13.0
57083,Callery pear,Battery Park City-Lower Manhattan,13.0
57125,Callery pear,Battery Park City-Lower Manhattan,13.0
57257,Callery pear,Battery Park City-Lower Manhattan,13.0
57527,Callery pear,Battery Park City-Lower Manhattan,13.0
4346,Callery pear,Central Harlem North-Polo Grounds,13.0
8081,Callery pear,Central Harlem North-Polo Grounds,13.0
8481,Callery pear,Central Harlem North-Polo Grounds,13.0
9090,Callery pear,Central Harlem North-Polo Grounds,13.0
9152,Callery pear,Central Harlem North-Polo Grounds,13.0
9653,Callery pear,Central Harlem North-Polo Grounds,13.0
12672,Callery pear,Central Harlem North-Polo Grounds,13.0
13833,Callery pear,Central Harlem North-Polo Grounds,13.0
24312,Callery pear,Central Harlem North-Polo Grounds,13.0
24408,Callery pear,Central Harlem North-Polo Grounds,13.0
3176,Callery pear,Central Harlem South,13.0
11738,Callery pear,Central Harlem South,13.0
15111,Callery pear,Central Harlem South,13.0
15523,Callery pear,Central Harlem South,13.0
15540,Callery pear,Central Harlem South,13.0
16453,Callery pear,Central Harlem South,13.0
34340,Callery pear,Central Harlem South,13.0
35373,Callery pear,Central Harlem South,13.0
50629,Callery pear,Central Harlem South,13.0
52253,Callery pear,Central Harlem South,13.0
52254,Callery pear,Central Harlem South,13.0
41700,Callery pear,Chinatown,13.0
42573,Callery pear,Chinatown,13.0
50963,Callery pear,Chinatown,13.0
51108,Callery pear,Chinatown,13.0
53305,Callery pear,Chinatown,13.0
61205,Callery pear,Chinatown,13.0
385,Callery pear,Clinton,13.0
461,Callery pear,Clinton,13.0
544,Callery pear,Clinton,13.0
1522,Callery pear,Clinton,13.0
17736,Callery pear,Clinton,13.0
19435,Callery pear,Clinton,13.0
20351,Callery pear,Clinton,13.0
20601,Callery pear,Clinton,13.0
21244,Callery pear,Clinton,13.0
21315,Callery pear,Clinton,13.0
21651,Callery pear,Clinton,13.0
22519,Callery pear,Clinton,13.0
62412,Callery pear,Clinton,13.0
27520,Callery pear,East Harlem North,13.0
1926,Callery pear,East Harlem South,13.0
5194,Callery pear,East Harlem South,13.0
5759,Callery pear,East Harlem South,13.0
31541,Callery pear,East Harlem South,13.0
40169,Callery pear,East Harlem South,13.0
41143,Callery pear,East Harlem South,13.0
42067,Callery pear,East Harlem South,13.0
42569,Callery pear,East Harlem South,13.0
53268,Callery pear,East Harlem South,13.0
56284,Callery pear,East Harlem South,13.0
4533,Callery pear,East Village,13.0
7092,Callery pear,East Village,13.0
33888,Callery pear,East Village,13.0
38429,Callery pear,East Village,13.0
45577,Callery pear,East Village,13.0
51042,Callery pear,East Village,13.0
51193,Callery pear,East Village,13.0
35468,Callery pear,Gramercy,13.0
35840,Callery pear,Gramercy,13.0
41288,Callery pear,Gramercy,13.0
52081,Callery pear,Gramercy,13.0
57548,Callery pear,Gramercy,13.0
58812,Callery pear,Gramercy,13.0
41731,Callery pear,Hamilton Heights,13.0
41829,Callery pear,Hamilton Heights,13.0
44965,Callery pear,Hamilton Heights,13.0
54339,Callery pear,Hamilton Heights,13.0
15524,Callery pear,Hudson Yards-Chelsea-Flatiron-Union Square,13.0
32306,Callery pear,Hudson Yards-Chelsea-Flatiron-Union Square,13.0
33717,Callery pear,Hudson Yards-Chelsea-Flatiron-Union Square,13.0
34470,Callery pear,Hudson Yards-Chelsea-Flatiron-Union Square,13.0
35080,Callery pear,Hudson Yards-Chelsea-Flatiron-Union Square,13.0
35430,Callery pear,Hudson Yards-Chelsea-Flatiron-Union Square,13.0
37444,Callery pear,Hudson Yards-Chelsea-Flatiron-Union Square,13.0
38060,Callery pear,Hudson Yards-Chelsea-Flatiron-Union Square,13.0
38228,Callery pear,Hudson Yards-Chelsea-Flatiron-Union Square,13.0
38452,Callery pear,Hudson Yards-Chelsea-Flatiron-Union Square,13.0
38477,Callery pear,Hudson Yards-Chelsea-Flatiron-Union Square,13.0
41704,Callery pear,Hudson Yards-Chelsea-Flatiron-Union Square,13.0
41759,Callery pear,Hudson Yards-Chelsea-Flatiron-Union Square,13.0
41953,Callery pear,Hudson Yards-Chelsea-Flatiron-Union Square,13.0
42554,Callery pear,Hudson Yards-Chelsea-Flatiron-Union Square,13.0
44145,Callery pear,Hudson Yards-Chelsea-Flatiron-Union Square,13.0
44273,Callery pear,Hudson Yards-Chelsea-Flatiron-Union Square,13.0
45148,Callery pear,Hudson Yards-Chelsea-Flatiron-Union Square,13.0
45633,Callery pear,Hudson Yards-Chelsea-Flatiron-Union Square,13.0
49226,Callery pear,Hudson Yards-Chelsea-Flatiron-Union Square,13.0
52970,Callery pear,Hudson Yards-Chelsea-Flatiron-Union Square,13.0
56086,Callery pear,Hudson Yards-Chelsea-Flatiron-Union Square,13.0
419,Callery pear,Lenox Hill-Roosevelt Island,13.0
7471,Callery pear,Lenox Hill-Roosevelt Island,13.0
44013,Callery pear,Lenox Hill-Roosevelt Island,13.0
44203,Callery pear,Lenox Hill-Roosevelt Island,13.0
47623,Callery pear,Lenox Hill-Roosevelt Island,13.0
53361,Callery pear,Lenox Hill-Roosevelt Island,13.0
55499,Callery pear,Lenox Hill-Roosevelt Island,13.0
59266,Callery pear,Lenox Hill-Roosevelt Island,13.0
60693,Callery pear,Lenox Hill-Roosevelt Island,13.0
7786,Callery pear,Lincoln Square,13.0
9173,Callery pear,Lincoln Square,13.0
12274,Callery pear,Lincoln Square,13.0
17362,Callery pear,Lincoln Square,13.0
17369,Callery pear,Lincoln Square,13.0
20212,Callery pear,Lincoln Square,13.0
26970,Callery pear,Lincoln Square,13.0
32223,Callery pear,Lincoln Square,13.0
35384,Callery pear,Lincoln Square,13.0
35516,Callery pear,Lincoln Square,13.0
42568,Callery pear,Lincoln Square,13.0
45915,Callery pear,Lincoln Square,13.0
46667,Callery pear,Lincoln Square,13.0
56912,Callery pear,Lincoln Square,13.0
23586,Callery pear,Lower East Side,13.0
23597,Callery pear,Lower East Side,13.0
24294,Callery pear,Lower East Side,13.0
28575,Callery pear,Lower East Side,13.0
38552,Callery pear,Lower East Side,13.0
41686,Callery pear,Lower East Side,13.0
46671,Callery pear,Lower East Side,13.0
56923,Callery pear,Lower East Side,13.0
59251,Callery pear,Lower East Side,13.0
29100,Callery pear,Manhattanville,13.0
43291,Callery pear,Manhattanville,13.0
25445,Callery pear,Marble Hill-Inwood,13.0
44002,Callery pear,Marble Hill-Inwood,13.0
52009,Callery pear,Marble Hill-Inwood,13.0
52072,Callery pear,Marble Hill-Inwood,13.0
53199,Callery pear,Marble Hill-Inwood,13.0
30672,Callery pear,Midtown-Midtown South,13.0
1853,Callery pear,Morningside Heights,13.0
3930,Callery pear,Morningside Heights,13.0
40044,Callery pear,Morningside Heights,13.0
41128,Callery pear,Morningside Heights,13.0
42803,Callery pear,Morningside Heights,13.0
43000,Callery pear,Morningside Heights,13.0
55430,Callery pear,Morningside Heights,13.0
2432,Callery pear,Murray Hill-Kips Bay,13.0
3151,Callery pear,Murray Hill-Kips Bay,13.0
3623,Callery pear,Murray Hill-Kips Bay,13.0
3688,Callery pear,Murray Hill-Kips Bay,13.0
6173,Callery pear,Murray Hill-Kips Bay,13.0
7261,Callery pear,Murray Hill-Kips Bay,13.0
12719,Callery pear,Murray Hill-Kips Bay,13.0
16191,Callery pear,Murray Hill-Kips Bay,13.0
22712,Callery pear,Murray Hill-Kips Bay,13.0
27928,Callery pear,Murray Hill-Kips Bay,13.0
31413,Callery pear,Murray Hill-Kips Bay,13.0
26450,Callery pear,SoHo-TriBeCa-Civic Center-Little Italy,13.0
35083,Callery pear,SoHo-TriBeCa-Civic Center-Little Italy,13.0
42167,Callery pear,SoHo-TriBeCa-Civic Center-Little Italy,13.0
47879,Callery pear,SoHo-TriBeCa-Civic Center-Little Italy,13.0
51176,Callery pear,SoHo-TriBeCa-Civic Center-Little Italy,13.0
26958,Callery pear,Turtle Bay-East Midtown,13.0
52197,Callery pear,Turtle Bay-East Midtown,13.0
55473,Callery pear,Turtle Bay-East Midtown,13.0
59227,Callery pear,Turtle Bay-East Midtown,13.0
333,Callery pear,Upper East Side-Carnegie Hill,13.0
566,Callery pear,Upper East Side-Carnegie Hill,13.0
1349,Callery pear,Upper East Side-Carnegie Hill,13.0
4202,Callery pear,Upper East Side-Carnegie Hill,13.0
4418,Callery pear,Upper East Side-Carnegie Hill,13.0
4421,Callery pear,Upper East Side-Carnegie Hill,13.0
5008,Callery pear,Upper East Side-Carnegie Hill,13.0
6060,Callery pear,Upper East Side-Carnegie Hill,13.0
7496,Callery pear,Upper East Side-Carnegie Hill,13.0
11665,Callery pear,Upper East Side-Carnegie Hill,13.0
12736,Callery pear,Upper East Side-Carnegie Hill,13.0
14567,Callery pear,Upper East Side-Carnegie Hill,13.0
15120,Callery pear,Upper East Side-Carnegie Hill,13.0
17646,Callery pear,Upper East Side-Carnegie Hill,13.0
19389,Callery pear,Upper East Side-Carnegie Hill,13.0
21319,Callery pear,Upper East Side-Carnegie Hill,13.0
21642,Callery pear,Upper East Side-Carnegie Hill,13.0
28354,Callery pear,Upper East Side-Carnegie Hill,13.0
28416,Callery pear,Upper East Side-Carnegie Hill,13.0
30329,Callery pear,Upper East Side-Carnegie Hill,13.0
33611,Callery pear,Upper East Side-Carnegie Hill,13.0
33718,Callery pear,Upper East Side-Carnegie Hill,13.0
38747,Callery pear,Upper East Side-Carnegie Hill,13.0
45153,Callery pear,Upper East Side-Carnegie Hill,13.0
46873,Callery pear,Upper East Side-Carnegie Hill,13.0
46881,Callery pear,Upper East Side-Carnegie Hill,13.0
51867,Callery pear,Upper East Side-Carnegie Hill,13.0
60106,Callery pear,Upper East Side-Carnegie Hill,13.0
60464,Callery pear,Upper East Side-Carnegie Hill,13.0
61433,Callery pear,Upper East Side-Carnegie Hill,13.0
746,Callery pear,Upper West Side,13.0
1925,Callery pear,Upper West Side,13.0
3845,Callery pear,Upper West Side,13.0
4216,Callery pear,Upper West Side,13.0
4471,Callery pear,Upper West Side,13.0
5253,Callery pear,Upper West Side,13.0
6077,Callery pear,Upper West Side,13.0
6419,Callery pear,Upper West Side,13.0
6556,Callery pear,Upper West Side,13.0
6656,Callery pear,Upper West Side,13.0
9170,Callery pear,Upper West Side,13.0
11819,Callery pear,Upper West Side,13.0
14100,Callery pear,Upper West Side,13.0
20381,Callery pear,Upper West Side,13.0
21231,Callery pear,Upper West Side,13.0
36845,Callery pear,Upper West Side,13.0
40533,Callery pear,Upper West Side,13.0
42963,Callery pear,Upper West Side,13.0
44202,Callery pear,Upper West Side,13.0
50021,Callery pear,Upper West Side,13.0
51073,Callery pear,Upper West Side,13.0
51939,Callery pear,Upper West Side,13.0
52865,Callery pear,Upper West Side,13.0
53366,Callery pear,Upper West Side,13.0
53962,Callery pear,Upper West Side,13.0
54028,Callery pear,Upper West Side,13.0
55541,Callery pear,Upper West Side,13.0
59580,Callery pear,Upper West Side,13.0
61200,Callery pear,Upper West Side,13.0
61444,Callery pear,Upper West Side,13.0
61837,Callery pear,Upper West Side,13.0
61855,Callery pear,Upper West Side,13.0
22440,Callery pear,Washington Heights North,13.0
32190,Callery pear,Washington Heights North,13.0
34040,Callery pear,Washington Heights North,13.0
47016,Callery pear,Washington Heights North,13.0
49289,Callery pear,Washington Heights North,13.0
53266,Callery pear,Washington Heights North,13.0
58860,Callery pear,Washington Heights North,13.0
1872,Callery pear,West Village,13.0
4678,Callery pear,West Village,13.0
9221,Callery pear,West Village,13.0
13870,Callery pear,West Village,13.0
15271,Callery pear,West Village,13.0
16124,Callery pear,West Village,13.0
16318,Callery pear,West Village,13.0
26021,Callery pear,West Village,13.0
26446,Callery pear,West Village,13.0
31951,Callery pear,West Village,13.0
31962,Callery pear,West Village,13.0
32932,Callery pear,West Village,13.0
33545,Callery pear,West Village,13.0
33585,Callery pear,West Village,13.0
35665,Callery pear,West Village,13.0
36862,Callery pear,West Village,13.0
36891,Callery pear,West Village,13.0
38002,Callery pear,West Village,13.0
49356,Callery pear,West Village,13.0
50046,Callery pear,West Village,13.0
53196,Callery pear,West Village,13.0
61819,Callery pear,West Village,13.0
3135,Callery pear,Yorkville,13.0
4977,Callery pear,Yorkville,13.0
14106,Callery pear,Yorkville,13.0
16132,Callery pear,Yorkville,13.0
16234,Callery pear,Yorkville,13.0
18986,Callery pear,Yorkville,13.0
19391,Callery pear,Yorkville,13.0
