,Name,Neighborhood,Tree Diameter
51256,honeylocust,Upper West Side,12.0
52479,honeylocust,Upper West Side,12.0
53769,honeylocust,Upper West Side,12.0
53837,honeylocust,Upper West Side,12.0
53892,honeylocust,Upper West Side,12.0
54242,honeylocust,Upper West Side,12.0
54497,honeylocust,Upper West Side,12.0
54869,honeylocust,Upper West Side,12.0
54902,honeylocust,Upper West Side,12.0
54999,honeylocust,Upper West Side,12.0
55000,honeylocust,Upper West Side,12.0
55167,honeylocust,Upper West Side,12.0
55729,honeylocust,Upper West Side,12.0
55834,honeylocust,Upper West Side,12.0
55845,honeylocust,Upper West Side,12.0
56357,honeylocust,Upper West Side,12.0
56419,honeylocust,Upper West Side,12.0
56534,honeylocust,Upper West Side,12.0
56567,honeylocust,Upper West Side,12.0
56635,honeylocust,Upper West Side,12.0
56804,honeylocust,Upper West Side,12.0
57629,honeylocust,Upper West Side,12.0
58955,honeylocust,Upper West Side,12.0
60546,honeylocust,Upper West Side,12.0
60701,honeylocust,Upper West Side,12.0
60908,honeylocust,Upper West Side,12.0
61000,honeylocust,Upper West Side,12.0
61330,honeylocust,Upper West Side,12.0
61403,honeylocust,Upper West Side,12.0
62052,honeylocust,Upper West Side,12.0
62356,honeylocust,Upper West Side,12.0
2207,honeylocust,Washington Heights North,12.0
7564,honeylocust,Washington Heights North,12.0
10816,honeylocust,Washington Heights North,12.0
10833,honeylocust,Washington Heights North,12.0
10838,honeylocust,Washington Heights North,12.0
11396,honeylocust,Washington Heights North,12.0
15012,honeylocust,Washington Heights North,12.0
15878,honeylocust,Washington Heights North,12.0
18468,honeylocust,Washington Heights North,12.0
20735,honeylocust,Washington Heights North,12.0
22489,honeylocust,Washington Heights North,12.0
22901,honeylocust,Washington Heights North,12.0
23674,honeylocust,Washington Heights North,12.0
23789,honeylocust,Washington Heights North,12.0
24135,honeylocust,Washington Heights North,12.0
25299,honeylocust,Washington Heights North,12.0
25309,honeylocust,Washington Heights North,12.0
26079,honeylocust,Washington Heights North,12.0
32155,honeylocust,Washington Heights North,12.0
32209,honeylocust,Washington Heights North,12.0
32249,honeylocust,Washington Heights North,12.0
32397,honeylocust,Washington Heights North,12.0
32622,honeylocust,Washington Heights North,12.0
32844,honeylocust,Washington Heights North,12.0
32955,honeylocust,Washington Heights North,12.0
46005,honeylocust,Washington Heights North,12.0
46332,honeylocust,Washington Heights North,12.0
47111,honeylocust,Washington Heights North,12.0
48157,honeylocust,Washington Heights North,12.0
49059,honeylocust,Washington Heights North,12.0
50714,honeylocust,Washington Heights North,12.0
57628,honeylocust,Washington Heights North,12.0
1330,honeylocust,Washington Heights South,12.0
5145,honeylocust,Washington Heights South,12.0
5382,honeylocust,Washington Heights South,12.0
5804,honeylocust,Washington Heights South,12.0
5946,honeylocust,Washington Heights South,12.0
6409,honeylocust,Washington Heights South,12.0
6719,honeylocust,Washington Heights South,12.0
8995,honeylocust,Washington Heights South,12.0
10915,honeylocust,Washington Heights South,12.0
12658,honeylocust,Washington Heights South,12.0
13711,honeylocust,Washington Heights South,12.0
14547,honeylocust,Washington Heights South,12.0
14687,honeylocust,Washington Heights South,12.0
15019,honeylocust,Washington Heights South,12.0
15186,honeylocust,Washington Heights South,12.0
15259,honeylocust,Washington Heights South,12.0
15785,honeylocust,Washington Heights South,12.0
15831,honeylocust,Washington Heights South,12.0
15838,honeylocust,Washington Heights South,12.0
18239,honeylocust,Washington Heights South,12.0
18246,honeylocust,Washington Heights South,12.0
18492,honeylocust,Washington Heights South,12.0
18640,honeylocust,Washington Heights South,12.0
18645,honeylocust,Washington Heights South,12.0
18881,honeylocust,Washington Heights South,12.0
19597,honeylocust,Washington Heights South,12.0
21162,honeylocust,Washington Heights South,12.0
21863,honeylocust,Washington Heights South,12.0
22399,honeylocust,Washington Heights South,12.0
25649,honeylocust,Washington Heights South,12.0
26514,honeylocust,Washington Heights South,12.0
32401,honeylocust,Washington Heights South,12.0
32833,honeylocust,Washington Heights South,12.0
32838,honeylocust,Washington Heights South,12.0
33220,honeylocust,Washington Heights South,12.0
34459,honeylocust,Washington Heights South,12.0
36124,honeylocust,Washington Heights South,12.0
36960,honeylocust,Washington Heights South,12.0
44230,honeylocust,Washington Heights South,12.0
44362,honeylocust,Washington Heights South,12.0
55760,honeylocust,Washington Heights South,12.0
56524,honeylocust,Washington Heights South,12.0
213,honeylocust,West Village,12.0
4372,honeylocust,West Village,12.0
4830,honeylocust,West Village,12.0
5222,honeylocust,West Village,12.0
6754,honeylocust,West Village,12.0
8216,honeylocust,West Village,12.0
9510,honeylocust,West Village,12.0
10391,honeylocust,West Village,12.0
11263,honeylocust,West Village,12.0
17155,honeylocust,West Village,12.0
23631,honeylocust,West Village,12.0
24126,honeylocust,West Village,12.0
26545,honeylocust,West Village,12.0
28310,honeylocust,West Village,12.0
28316,honeylocust,West Village,12.0
32505,honeylocust,West Village,12.0
32561,honeylocust,West Village,12.0
32712,honeylocust,West Village,12.0
33445,honeylocust,West Village,12.0
33472,honeylocust,West Village,12.0
33760,honeylocust,West Village,12.0
33825,honeylocust,West Village,12.0
34219,honeylocust,West Village,12.0
34806,honeylocust,West Village,12.0
35481,honeylocust,West Village,12.0
35751,honeylocust,West Village,12.0
36167,honeylocust,West Village,12.0
36972,honeylocust,West Village,12.0
36992,honeylocust,West Village,12.0
39697,honeylocust,West Village,12.0
41539,honeylocust,West Village,12.0
46117,honeylocust,West Village,12.0
48133,honeylocust,West Village,12.0
49758,honeylocust,West Village,12.0
50273,honeylocust,West Village,12.0
50461,honeylocust,West Village,12.0
53338,honeylocust,West Village,12.0
53980,honeylocust,West Village,12.0
54396,honeylocust,West Village,12.0
54779,honeylocust,West Village,12.0
54923,honeylocust,West Village,12.0
55866,honeylocust,West Village,12.0
60778,honeylocust,West Village,12.0
1672,honeylocust,Yorkville,12.0
4539,honeylocust,Yorkville,12.0
4769,honeylocust,Yorkville,12.0
4832,honeylocust,Yorkville,12.0
8120,honeylocust,Yorkville,12.0
8167,honeylocust,Yorkville,12.0
9057,honeylocust,Yorkville,12.0
10885,honeylocust,Yorkville,12.0
11110,honeylocust,Yorkville,12.0
12645,honeylocust,Yorkville,12.0
14370,honeylocust,Yorkville,12.0
14711,honeylocust,Yorkville,12.0
14750,honeylocust,Yorkville,12.0
14801,honeylocust,Yorkville,12.0
14836,honeylocust,Yorkville,12.0
14897,honeylocust,Yorkville,12.0
16039,honeylocust,Yorkville,12.0
16115,honeylocust,Yorkville,12.0
16342,honeylocust,Yorkville,12.0
18672,honeylocust,Yorkville,12.0
22013,honeylocust,Yorkville,12.0
26879,honeylocust,Yorkville,12.0
26997,honeylocust,Yorkville,12.0
27194,honeylocust,Yorkville,12.0
29493,honeylocust,Yorkville,12.0
29960,honeylocust,Yorkville,12.0
30159,honeylocust,Yorkville,12.0
30365,honeylocust,Yorkville,12.0
30546,honeylocust,Yorkville,12.0
39560,honeylocust,Yorkville,12.0
39677,honeylocust,Yorkville,12.0
39792,honeylocust,Yorkville,12.0
39795,honeylocust,Yorkville,12.0
40031,honeylocust,Yorkville,12.0
40038,honeylocust,Yorkville,12.0
40039,honeylocust,Yorkville,12.0
40047,honeylocust,Yorkville,12.0
40090,honeylocust,Yorkville,12.0
40280,honeylocust,Yorkville,12.0
40738,honeylocust,Yorkville,12.0
42111,honeylocust,Yorkville,12.0
42293,honeylocust,Yorkville,12.0
42326,honeylocust,Yorkville,12.0
42351,honeylocust,Yorkville,12.0
42464,honeylocust,Yorkville,12.0
42473,honeylocust,Yorkville,12.0
42993,honeylocust,Yorkville,12.0
43453,honeylocust,Yorkville,12.0
43511,honeylocust,Yorkville,12.0
44000,honeylocust,Yorkville,12.0
44095,honeylocust,Yorkville,12.0
44120,honeylocust,Yorkville,12.0
44125,honeylocust,Yorkville,12.0
44171,honeylocust,Yorkville,12.0
46437,honeylocust,Yorkville,12.0
48075,honeylocust,Yorkville,12.0
52592,honeylocust,Yorkville,12.0
53615,honeylocust,Yorkville,12.0
53791,honeylocust,Yorkville,12.0
54878,honeylocust,Yorkville,12.0
55361,honeylocust,Yorkville,12.0
56039,honeylocust,Yorkville,12.0
59042,honeylocust,Yorkville,12.0
59430,honeylocust,Yorkville,12.0
23869,katsura tree,Turtle Bay-East Midtown,12.0
23900,katsura tree,Turtle Bay-East Midtown,12.0
11536,littleleaf linden,Battery Park City-Lower Manhattan,12.0
11547,littleleaf linden,Battery Park City-Lower Manhattan,12.0
12109,littleleaf linden,Battery Park City-Lower Manhattan,12.0
14376,littleleaf linden,Battery Park City-Lower Manhattan,12.0
16504,littleleaf linden,Battery Park City-Lower Manhattan,12.0
60484,littleleaf linden,Battery Park City-Lower Manhattan,12.0
8126,littleleaf linden,Central Harlem North-Polo Grounds,12.0
8553,littleleaf linden,Central Harlem North-Polo Grounds,12.0
11506,littleleaf linden,Central Harlem North-Polo Grounds,12.0
21717,littleleaf linden,Central Harlem North-Polo Grounds,12.0
25764,littleleaf linden,Central Harlem North-Polo Grounds,12.0
27124,littleleaf linden,Central Harlem North-Polo Grounds,12.0
30551,littleleaf linden,Central Harlem North-Polo Grounds,12.0
30595,littleleaf linden,Central Harlem North-Polo Grounds,12.0
31006,littleleaf linden,Central Harlem North-Polo Grounds,12.0
11314,littleleaf linden,Central Harlem South,12.0
11345,littleleaf linden,Central Harlem South,12.0
15669,littleleaf linden,Central Harlem South,12.0
15672,littleleaf linden,Central Harlem South,12.0
19306,littleleaf linden,Central Harlem South,12.0
23570,littleleaf linden,Central Harlem South,12.0
51512,littleleaf linden,Central Harlem South,12.0
8441,littleleaf linden,East Harlem North,12.0
11649,littleleaf linden,East Harlem North,12.0
14596,littleleaf linden,East Harlem North,12.0
48361,littleleaf linden,East Harlem North,12.0
7701,littleleaf linden,East Harlem South,12.0
8899,littleleaf linden,East Harlem South,12.0
11813,littleleaf linden,East Harlem South,12.0
40406,littleleaf linden,East Harlem South,12.0
43935,littleleaf linden,East Harlem South,12.0
27172,littleleaf linden,Hamilton Heights,12.0
27184,littleleaf linden,Hamilton Heights,12.0
27668,littleleaf linden,Hamilton Heights,12.0
37677,littleleaf linden,Hamilton Heights,12.0
37982,littleleaf linden,Hamilton Heights,12.0
38597,littleleaf linden,Hamilton Heights,12.0
39175,littleleaf linden,Hamilton Heights,12.0
40307,littleleaf linden,Hamilton Heights,12.0
44868,littleleaf linden,Hamilton Heights,12.0
41339,littleleaf linden,Hudson Yards-Chelsea-Flatiron-Union Square,12.0
44512,littleleaf linden,Hudson Yards-Chelsea-Flatiron-Union Square,12.0
48379,littleleaf linden,Hudson Yards-Chelsea-Flatiron-Union Square,12.0
48440,littleleaf linden,Hudson Yards-Chelsea-Flatiron-Union Square,12.0
48729,littleleaf linden,Hudson Yards-Chelsea-Flatiron-Union Square,12.0
51028,littleleaf linden,Hudson Yards-Chelsea-Flatiron-Union Square,12.0
52290,littleleaf linden,Hudson Yards-Chelsea-Flatiron-Union Square,12.0
15688,littleleaf linden,Lenox Hill-Roosevelt Island,12.0
26055,littleleaf linden,Lenox Hill-Roosevelt Island,12.0
46402,littleleaf linden,Lenox Hill-Roosevelt Island,12.0
54159,littleleaf linden,Lenox Hill-Roosevelt Island,12.0
4007,littleleaf linden,Lincoln Square,12.0
44944,littleleaf linden,Lincoln Square,12.0
30948,littleleaf linden,Lower East Side,12.0
38715,littleleaf linden,Lower East Side,12.0
44961,littleleaf linden,Lower East Side,12.0
54738,littleleaf linden,Lower East Side,12.0
57414,littleleaf linden,Lower East Side,12.0
47600,littleleaf linden,Manhattanville,12.0
39658,littleleaf linden,Marble Hill-Inwood,12.0
40428,littleleaf linden,Marble Hill-Inwood,12.0
45430,littleleaf linden,Marble Hill-Inwood,12.0
46143,littleleaf linden,Marble Hill-Inwood,12.0
49327,littleleaf linden,Marble Hill-Inwood,12.0
54737,littleleaf linden,Midtown-Midtown South,12.0
28643,littleleaf linden,Morningside Heights,12.0
28721,littleleaf linden,Morningside Heights,12.0
41165,littleleaf linden,Morningside Heights,12.0
54585,littleleaf linden,Morningside Heights,12.0
1542,littleleaf linden,Murray Hill-Kips Bay,12.0
40153,littleleaf linden,SoHo-TriBeCa-Civic Center-Little Italy,12.0
31376,littleleaf linden,Stuyvesant Town-Cooper Village,12.0
1625,littleleaf linden,Turtle Bay-East Midtown,12.0
3972,littleleaf linden,Upper East Side-Carnegie Hill,12.0
8708,littleleaf linden,Upper East Side-Carnegie Hill,12.0
8727,littleleaf linden,Upper East Side-Carnegie Hill,12.0
12904,littleleaf linden,Upper East Side-Carnegie Hill,12.0
14378,littleleaf linden,Upper East Side-Carnegie Hill,12.0
14423,littleleaf linden,Upper East Side-Carnegie Hill,12.0
15361,littleleaf linden,Upper East Side-Carnegie Hill,12.0
43396,littleleaf linden,Upper East Side-Carnegie Hill,12.0
44755,littleleaf linden,Upper East Side-Carnegie Hill,12.0
51482,littleleaf linden,Upper East Side-Carnegie Hill,12.0
54914,littleleaf linden,Upper East Side-Carnegie Hill,12.0
58510,littleleaf linden,Upper East Side-Carnegie Hill,12.0
3424,littleleaf linden,Upper West Side,12.0
6507,littleleaf linden,Upper West Side,12.0
8922,littleleaf linden,Upper West Side,12.0
9049,littleleaf linden,Upper West Side,12.0
9686,littleleaf linden,Upper West Side,12.0
11517,littleleaf linden,Upper West Side,12.0
12978,littleleaf linden,Upper West Side,12.0
32931,littleleaf linden,Upper West Side,12.0
33375,littleleaf linden,Upper West Side,12.0
45456,littleleaf linden,Upper West Side,12.0
48090,littleleaf linden,Upper West Side,12.0
48541,littleleaf linden,Upper West Side,12.0
54675,littleleaf linden,Upper West Side,12.0
56959,littleleaf linden,Upper West Side,12.0
58488,littleleaf linden,Upper West Side,12.0
58556,littleleaf linden,Upper West Side,12.0
59414,littleleaf linden,Upper West Side,12.0
60154,littleleaf linden,Upper West Side,12.0
20994,littleleaf linden,Washington Heights North,12.0
44916,littleleaf linden,Washington Heights North,12.0
45982,littleleaf linden,Washington Heights North,12.0
15687,littleleaf linden,Washington Heights South,12.0
58290,littleleaf linden,Washington Heights South,12.0
8728,littleleaf linden,West Village,12.0
8733,littleleaf linden,West Village,12.0
33370,littleleaf linden,West Village,12.0
33457,littleleaf linden,West Village,12.0
34588,littleleaf linden,West Village,12.0
35192,littleleaf linden,West Village,12.0
50682,littleleaf linden,West Village,12.0
61114,littleleaf linden,West Village,12.0
279,littleleaf linden,Yorkville,12.0
11297,littleleaf linden,Yorkville,12.0
34336,littleleaf linden,Yorkville,12.0
44756,littleleaf linden,Yorkville,12.0
49157,littleleaf linden,Yorkville,12.0
52855,littleleaf linden,Yorkville,12.0
55018,littleleaf linden,Yorkville,12.0
56267,magnolia,Manhattanville,12.0
61910,magnolia,Manhattanville,12.0
54756,maple,East Village,12.0
55116,maple,East Village,12.0
41372,mulberry,Upper West Side,12.0
12614,mulberry,Washington Heights South,12.0
13534,northern red oak,Battery Park City-Lower Manhattan,12.0
19642,northern red oak,Battery Park City-Lower Manhattan,12.0
57213,northern red oak,Battery Park City-Lower Manhattan,12.0
58162,northern red oak,Battery Park City-Lower Manhattan,12.0
43322,northern red oak,Central Harlem North-Polo Grounds,12.0
43384,northern red oak,Central Harlem North-Polo Grounds,12.0
7938,northern red oak,East Harlem North,12.0
8005,northern red oak,East Harlem North,12.0
9439,northern red oak,East Harlem North,12.0
9866,northern red oak,East Harlem North,12.0
47686,northern red oak,East Harlem North,12.0
7879,northern red oak,East Harlem South,12.0
7891,northern red oak,East Harlem South,12.0
40862,northern red oak,East Harlem South,12.0
52360,northern red oak,East Harlem South,12.0
13422,northern red oak,Hamilton Heights,12.0
25949,northern red oak,Hamilton Heights,12.0
37676,northern red oak,Hamilton Heights,12.0
45810,northern red oak,Hamilton Heights,12.0
50490,northern red oak,Hamilton Heights,12.0
581,northern red oak,Lincoln Square,12.0
36945,northern red oak,Lincoln Square,12.0
52973,northern red oak,Manhattanville,12.0
19978,northern red oak,Marble Hill-Inwood,12.0
8871,northern red oak,Upper East Side-Carnegie Hill,12.0
39008,northern red oak,Upper East Side-Carnegie Hill,12.0
2521,northern red oak,Upper West Side,12.0
17856,northern red oak,Yorkville,12.0
17907,northern red oak,Yorkville,12.0
49485,northern red oak,Yorkville,12.0
49491,northern red oak,Yorkville,12.0
49765,northern red oak,Yorkville,12.0
50227,northern red oak,Yorkville,12.0
50327,northern red oak,Yorkville,12.0
50522,northern red oak,Yorkville,12.0
50523,northern red oak,Yorkville,12.0
51005,northern red oak,Yorkville,12.0
52314,northern red oak,Yorkville,12.0
10088,pin oak,Central Harlem North-Polo Grounds,12.0
10803,pin oak,Central Harlem North-Polo Grounds,12.0
15140,pin oak,Central Harlem North-Polo Grounds,12.0
20958,pin oak,Central Harlem North-Polo Grounds,12.0
22074,pin oak,Central Harlem North-Polo Grounds,12.0
25662,pin oak,Central Harlem North-Polo Grounds,12.0
30670,pin oak,Central Harlem North-Polo Grounds,12.0
30703,pin oak,Central Harlem North-Polo Grounds,12.0
31037,pin oak,Central Harlem North-Polo Grounds,12.0
31318,pin oak,Central Harlem North-Polo Grounds,12.0
34286,pin oak,Central Harlem North-Polo Grounds,12.0
42946,pin oak,Central Harlem North-Polo Grounds,12.0
43264,pin oak,Central Harlem North-Polo Grounds,12.0
19996,pin oak,Central Harlem South,12.0
32406,pin oak,Central Harlem South,12.0
33615,pin oak,Central Harlem South,12.0
56191,pin oak,Central Harlem South,12.0
41838,pin oak,Chinatown,12.0
56758,pin oak,Chinatown,12.0
22101,pin oak,Clinton,12.0
29978,pin oak,Clinton,12.0
32232,pin oak,Clinton,12.0
6276,pin oak,East Harlem North,12.0
12052,pin oak,East Harlem North,12.0
47753,pin oak,East Harlem North,12.0
47970,pin oak,East Harlem North,12.0
49599,pin oak,East Harlem North,12.0
26494,pin oak,East Harlem South,12.0
41964,pin oak,East Harlem South,12.0
47843,pin oak,East Harlem South,12.0
28343,pin oak,East Village,12.0
46235,pin oak,East Village,12.0
52040,pin oak,East Village,12.0
57202,pin oak,East Village,12.0
39371,pin oak,Gramercy,12.0
39574,pin oak,Gramercy,12.0
51232,pin oak,Gramercy,12.0
1031,pin oak,Hamilton Heights,12.0
4599,pin oak,Hamilton Heights,12.0
4733,pin oak,Hamilton Heights,12.0
4929,pin oak,Hamilton Heights,12.0
6604,pin oak,Hamilton Heights,12.0
37130,pin oak,Hamilton Heights,12.0
38776,pin oak,Hamilton Heights,12.0
39396,pin oak,Hamilton Heights,12.0
41762,pin oak,Hamilton Heights,12.0
41997,pin oak,Hamilton Heights,12.0
43308,pin oak,Hamilton Heights,12.0
43783,pin oak,Hamilton Heights,12.0
47750,pin oak,Hamilton Heights,12.0
47858,pin oak,Hamilton Heights,12.0
51399,pin oak,Hamilton Heights,12.0
51400,pin oak,Hamilton Heights,12.0
51975,pin oak,Hamilton Heights,12.0
29018,pin oak,Hudson Yards-Chelsea-Flatiron-Union Square,12.0
30223,pin oak,Hudson Yards-Chelsea-Flatiron-Union Square,12.0
47840,pin oak,Hudson Yards-Chelsea-Flatiron-Union Square,12.0
47856,pin oak,Hudson Yards-Chelsea-Flatiron-Union Square,12.0
28137,pin oak,Lenox Hill-Roosevelt Island,12.0
57360,pin oak,Lenox Hill-Roosevelt Island,12.0
62140,pin oak,Lenox Hill-Roosevelt Island,12.0
520,pin oak,Lincoln Square,12.0
1240,pin oak,Lincoln Square,12.0
1476,pin oak,Lincoln Square,12.0
2036,pin oak,Lincoln Square,12.0
9761,pin oak,Lincoln Square,12.0
15609,pin oak,Lincoln Square,12.0
23595,pin oak,Lincoln Square,12.0
35334,pin oak,Lincoln Square,12.0
49566,pin oak,Lincoln Square,12.0
62196,pin oak,Lincoln Square,12.0
26918,pin oak,Lower East Side,12.0
55597,pin oak,Lower East Side,12.0
54539,pin oak,Manhattanville,12.0
38879,pin oak,Marble Hill-Inwood,12.0
38908,pin oak,Marble Hill-Inwood,12.0
720,pin oak,Morningside Heights,12.0
3767,pin oak,Morningside Heights,12.0
20481,pin oak,Morningside Heights,12.0
28807,pin oak,Morningside Heights,12.0
36298,pin oak,Morningside Heights,12.0
36398,pin oak,Morningside Heights,12.0
43022,pin oak,Morningside Heights,12.0
49672,pin oak,Morningside Heights,12.0
50502,pin oak,Morningside Heights,12.0
59638,pin oak,Morningside Heights,12.0
703,pin oak,Murray Hill-Kips Bay,12.0
7266,pin oak,Murray Hill-Kips Bay,12.0
16803,pin oak,Murray Hill-Kips Bay,12.0
7712,pin oak,SoHo-TriBeCa-Civic Center-Little Italy,12.0
8263,pin oak,SoHo-TriBeCa-Civic Center-Little Italy,12.0
8629,pin oak,SoHo-TriBeCa-Civic Center-Little Italy,12.0
10839,pin oak,SoHo-TriBeCa-Civic Center-Little Italy,12.0
10928,pin oak,SoHo-TriBeCa-Civic Center-Little Italy,12.0
20009,pin oak,Turtle Bay-East Midtown,12.0
22095,pin oak,Turtle Bay-East Midtown,12.0
1160,pin oak,Upper East Side-Carnegie Hill,12.0
5326,pin oak,Upper East Side-Carnegie Hill,12.0
5970,pin oak,Upper East Side-Carnegie Hill,12.0
6338,pin oak,Upper East Side-Carnegie Hill,12.0
12070,pin oak,Upper East Side-Carnegie Hill,12.0
16896,pin oak,Upper East Side-Carnegie Hill,12.0
30621,pin oak,Upper East Side-Carnegie Hill,12.0
361,pin oak,Upper West Side,12.0
1028,pin oak,Upper West Side,12.0
1109,pin oak,Upper West Side,12.0
2859,pin oak,Upper West Side,12.0
2880,pin oak,Upper West Side,12.0
3223,pin oak,Upper West Side,12.0
3412,pin oak,Upper West Side,12.0
4940,pin oak,Upper West Side,12.0
6416,pin oak,Upper West Side,12.0
8347,pin oak,Upper West Side,12.0
10941,pin oak,Upper West Side,12.0
26485,pin oak,Upper West Side,12.0
29663,pin oak,Upper West Side,12.0
30257,pin oak,Upper West Side,12.0
36775,pin oak,Upper West Side,12.0
43440,pin oak,Upper West Side,12.0
46769,pin oak,Upper West Side,12.0
49031,pin oak,Upper West Side,12.0
49606,pin oak,Upper West Side,12.0
50504,pin oak,Upper West Side,12.0
52068,pin oak,Upper West Side,12.0
52132,pin oak,Upper West Side,12.0
52964,pin oak,Upper West Side,12.0
54520,pin oak,Upper West Side,12.0
54532,pin oak,Upper West Side,12.0
54604,pin oak,Upper West Side,12.0
55086,pin oak,Upper West Side,12.0
55148,pin oak,Upper West Side,12.0
55272,pin oak,Upper West Side,12.0
55602,pin oak,Upper West Side,12.0
56712,pin oak,Upper West Side,12.0
56943,pin oak,Upper West Side,12.0
57031,pin oak,Upper West Side,12.0
60414,pin oak,Upper West Side,12.0
62200,pin oak,Upper West Side,12.0
62211,pin oak,Upper West Side,12.0
12150,pin oak,Washington Heights North,12.0
17457,pin oak,Washington Heights North,12.0
19654,pin oak,Washington Heights North,12.0
20011,pin oak,Washington Heights North,12.0
21585,pin oak,Washington Heights North,12.0
22791,pin oak,Washington Heights North,12.0
22880,pin oak,Washington Heights North,12.0
32136,pin oak,Washington Heights North,12.0
34893,pin oak,Washington Heights North,12.0
34925,pin oak,Washington Heights North,12.0
47766,pin oak,Washington Heights North,12.0
47857,pin oak,Washington Heights North,12.0
1212,pin oak,Washington Heights South,12.0
4406,pin oak,Washington Heights South,12.0
4859,pin oak,Washington Heights South,12.0
6302,pin oak,Washington Heights South,12.0
6327,pin oak,Washington Heights South,12.0
6619,pin oak,Washington Heights South,12.0
7036,pin oak,Washington Heights South,12.0
7708,pin oak,Washington Heights South,12.0
8247,pin oak,Washington Heights South,12.0
8262,pin oak,Washington Heights South,12.0
8622,pin oak,Washington Heights South,12.0
13185,pin oak,Washington Heights South,12.0
27307,pin oak,Washington Heights South,12.0
7244,pin oak,West Village,12.0
15046,pin oak,West Village,12.0
18311,pin oak,West Village,12.0
28342,pin oak,West Village,12.0
28372,pin oak,West Village,12.0
34901,pin oak,West Village,12.0
36392,pin oak,West Village,12.0
7243,pin oak,Yorkville,12.0
19694,pin oak,Yorkville,12.0
27848,pin oak,Yorkville,12.0
46313,pin oak,Yorkville,12.0
52555,pin oak,Yorkville,12.0
60432,pin oak,Yorkville,12.0
19349,red maple,Central Harlem South,12.0
42947,red maple,Hamilton Heights,12.0
34119,red maple,Lenox Hill-Roosevelt Island,12.0
42502,red maple,Upper West Side,12.0
20964,sawtooth oak,Lenox Hill-Roosevelt Island,12.0
19323,sawtooth oak,Washington Heights South,12.0
29776,shingle oak,West Village,12.0
29849,shingle oak,West Village,12.0
14583,silver birch,East Village,12.0
34070,silver linden,Central Harlem South,12.0
34457,silver linden,Central Harlem South,12.0
46685,silver linden,Lower East Side,12.0
10096,silver linden,Turtle Bay-East Midtown,12.0
1423,silver linden,Upper East Side-Carnegie Hill,12.0
11680,silver linden,Upper East Side-Carnegie Hill,12.0
18993,silver linden,Upper East Side-Carnegie Hill,12.0
19095,silver linden,Upper East Side-Carnegie Hill,12.0
50570,silver linden,Upper East Side-Carnegie Hill,12.0
9308,silver linden,Upper West Side,12.0
26696,silver linden,Upper West Side,12.0
48639,silver linden,Upper West Side,12.0
49309,silver linden,Upper West Side,12.0
46691,silver linden,Washington Heights North,12.0
42425,silver maple,Hamilton Heights,12.0
48529,silver maple,Hamilton Heights,12.0
20836,silver maple,SoHo-TriBeCa-Civic Center-Little Italy,12.0
48421,silver maple,Upper West Side,12.0
13107,southern magnolia,Upper East Side-Carnegie Hill,12.0
16523,southern magnolia,Upper East Side-Carnegie Hill,12.0
38005,southern red oak,East Harlem North,12.0
58618,sugar maple,Lower East Side,12.0
59867,sugar maple,Lower East Side,12.0
31552,swamp white oak,Clinton,12.0
38703,swamp white oak,Hamilton Heights,12.0
13354,swamp white oak,SoHo-TriBeCa-Civic Center-Little Italy,12.0
27839,sweetgum,Upper East Side-Carnegie Hill,12.0
57765,sweetgum,Upper West Side,12.0
11584,tartar maple,Washington Heights North,12.0
16167,tree of heaven,Clinton,12.0
462,tree of heaven,Lenox Hill-Roosevelt Island,12.0
9644,tree of heaven,Yorkville,12.0
12485,tree of heaven,Yorkville,12.0
31874,two-winged silverbell,Morningside Heights,12.0
31875,two-winged silverbell,Morningside Heights,12.0
8526,white ash,Central Harlem North-Polo Grounds,12.0
1258,white ash,Chinatown,12.0
21062,white ash,Hamilton Heights,12.0
507,white ash,Lower East Side,12.0
57919,white ash,Lower East Side,12.0
36022,white oak,Central Harlem South,12.0
12159,willow oak,Battery Park City-Lower Manhattan,12.0
14842,willow oak,Battery Park City-Lower Manhattan,12.0
56738,willow oak,Battery Park City-Lower Manhattan,12.0
57289,willow oak,Battery Park City-Lower Manhattan,12.0
57323,willow oak,Battery Park City-Lower Manhattan,12.0
57368,willow oak,Battery Park City-Lower Manhattan,12.0
57445,willow oak,Battery Park City-Lower Manhattan,12.0
57465,willow oak,Battery Park City-Lower Manhattan,12.0
6532,willow oak,Clinton,12.0
6941,willow oak,Clinton,12.0
45432,willow oak,East Village,12.0
50737,willow oak,Gramercy,12.0
34569,willow oak,Hudson Yards-Chelsea-Flatiron-Union Square,12.0
36097,willow oak,Hudson Yards-Chelsea-Flatiron-Union Square,12.0
34017,willow oak,Lincoln Square,12.0
4715,willow oak,Morningside Heights,12.0
46081,willow oak,Morningside Heights,12.0
3275,willow oak,Murray Hill-Kips Bay,12.0
8512,willow oak,Murray Hill-Kips Bay,12.0
17768,willow oak,Murray Hill-Kips Bay,12.0
18039,willow oak,Murray Hill-Kips Bay,12.0
16397,willow oak,Turtle Bay-East Midtown,12.0
16468,willow oak,Turtle Bay-East Midtown,12.0
18534,willow oak,Turtle Bay-East Midtown,12.0
23097,willow oak,Turtle Bay-East Midtown,12.0
54855,willow oak,Turtle Bay-East Midtown,12.0
4258,willow oak,Upper East Side-Carnegie Hill,12.0
6169,willow oak,Upper East Side-Carnegie Hill,12.0
